EntrezGene.ID	Associated.Gene.Name	Transcript.Start..bp.	Chromosome.Name
     5264	PHYH	 13359806	chr10
NA	AC011239.5	 23712729	chr2
    10772	FUSIP1	 24168160	chr1
   642558	FUSIP1	 24168160	chr1
    10317	B3GALT5	 39951124	chr21
NA	TRIM6-TRIM34	  5573935	chr11
 53918	PELO	 52131713	chr5
    29091	STXBP6	 24348702	chr14
    22903	BTBD3	 11819476	chr20
NA	TTBK2	 40823842	chr15
 54442	KCTD5	  2672499	chr16
NA	STXBP6	 24357132	chr14
 29121	CLEC2D	  9713576	chr12
   255488	IBRDC2	 18495573	chr6
   150084	IGSF5	 40039307	chr21
NA	TRIM6-TRIM34	  5581357	chr11
  3516	RBPSUH	 25930430	chr4
    30011	SH3KBP1	 19463441	chrX
NA	RIT2	 38754688	chr18
NA	UBXN6	  4396009	chr19
NA	TRIM6-TRIM34	  5609497	chr11
   114818	KLHL29	 23718946	chr2
NA	CLEC2D	  9713592	chr12
     4017	LOXL2	 23210097	chr8
NA	CRYBB3	 23925840	chr22
  7155	TOP2B	 25614494	chr3
     4857	NOVA1	 25984929	chr14
     1030	CDKN2B	 21992909	chr9
    53918	PELO	 52119531	chr5
     6860	SYT4	 39101857	chr18
    53840	TRIM6-TRIM34	  5602811	chr11
  1415	CRYBB2	 23947387	chr22
NA	DNAH11	 21549358	chr7
   160851	DGKH	 41520889	chr13
     5121	PCP4	 40161217	chr21
    22903	BTBD3	 11819477	chr20
NA	PHYH	 13359806	chr10
    83886	PRSS27	  2702424	chr16
  1856	DVL2	  7069385	chr17
     3516	RBPSUH	 25931477	chr4
NA	HLA-DPB1	 33115656	chrc6_QBL
NA	FUSIP1	 24168154	chr1
NA	HLA-DPB1	 33120077	chrc6_QBL
  3400	ID4	 19945596	chr6
   127295	RPL36P5	 24206958	chr1
     1415	CRYBB2	 23945612	chr22
    84717	AC011498.7-2	  4423255	chr19
 26040	SETBP1	 40514861	chr18
NA	AC092117.4-2	  2727105	chr16
     1030	CDKN2B	 21995986	chr9
 54454	ATAD2B	 23825038	chr2
    22903	BTBD3	 11819465	chr20
    55536	CDCA7L	 21907043	chr7
     3673	ITGA2	 52320913	chr5
  9583	ENTPD4	 23299386	chr8
    63951	DMRTA1	 22436840	chr9
NA	PCP4	 40192148	chr21
    91353	IGLL3	 24043888	chr22
     9583	ENTPD4	 23346075	chr8
 55304	SPTLC3	 12937627	chr20
NA	DGKH	 41520889	chr13
     4857	NOVA1	 26009164	chr14
NA	AC007068.17	  9713576	chr12
NA	ATAD2B	 23825050	chr2
    79142	PHF23	  7079074	chr17
     1993	ELAVL2	 23680102	chr9
NA	AC011498.7-2	  4423255	chr19
   729359	KIAA1881	  4453192	chr19
    53840	TRIM6-TRIM34	  5597570	chr11
 22929	SEPHS1	 13401096	chr10
 91355	LRP5L	 24077424	chr22
     2290	FOXG1B	 28306038	chr14
    91355	LRP5L	 24077429	chr22
   154141	MBOAT1	 20208914	chr6
    55536	CDCA7L	 21907044	chr7
     3516	RBPSUH	 25931546	chr4
    22929	SEPHS1	 13400089	chr10
NA	SPTLC3	 12937627	chr20
    55536	CDCA7L	 21907045	chr7
NA	ELAVL2	 23680102	chr9
   160365	CLECL1	  9766361	chr12
    91355	LRP5L	 24077579	chr22
NA	HLA-DPB1	 33120177	chrc6_QBL
NA	SH3KBP1	 19463441	chrX
NA	PHF23	  7080171	chr17
 11215	AKAP11	 41744289	chr13
     2290	FOXG1B	 28304801	chr14
   165324	UBXN2A	 24016791	chr2
NA	CRYBB2P1	 24183283	chr22
 55768	NGLY1	 25735808	chr3
   440503	AC011498.7-3	  4473546	chr19
NA	C14orf23	 28311754	chr14
 51312	SLC25A37	 23442308	chr8
 85363	TRIM5	  5623164	chr11
NA	C14orf23	 28311661	chr14
   140862	ISM1	 13150418	chr20
 23524	SRRM2	  2742331	chr16
  1871	E2F3	 20510377	chr6
NA	SH3KBP1	 19462046	chrX
     3516	RBPSUH	 25973156	chr4
   116844	LRG1	  4488237	chr19
   165324	UBXN2A	 24003686	chr2
NA	CDCA7L	 21912545	chr7
NA	SEPHS1	 13399430	chr10
NA	MYOM3	 24255118	chr1
  4338	MOCS2	 52429655	chr5
 11337	GABARAP	  7084464	chr17
NA	AKAP11	 41744289	chr13
     1826	DSCAM	 40306831	chr21
NA	AC051642.5	 23488112	chr8
    85363	TRIM5	  5641894	chr11
NA	SH3KBP1	 19516317	chrX
    23524	SRRM2	  2742331	chr16
   127294	MYOM3	 24255114	chr1
   197131	UBR1	 41022398	chr15
   969	CD69	  9796353	chr12
     8170	SLC14A2	 41448780	chr18
      886	CCKAR	 26092116	chr4
     5587	PRKD1	 29115436	chr14
NA	BEND7	 13520507	chr10
NA	SH3KBP1	 19611368	chrX
     1993	ELAVL2	 23681809	chr9
NA	NKX3-1	 23593981	chr8
     4338	MOCS2	 52429654	chr5
NA	E2F3	 20510426	chr6
100129669	C9orf134	 24533227	chr9
NA	TRIM5	  5641375	chr11
 55617	TASP1	 13318037	chr20
NA	AC104665.2	 24086471	chr2
   157	ADRBK2	 24290861	chr22
     9771	RAPGEF5	 22124434	chr7
   286319	TUSC1	 25667681	chr9
     4824	NKX3-1	 23592878	chr8
NA	SLC14A2	 41448780	chr18
   222389	BEND7	 13520507	chr10
NA	NGLY1	 25735808	chr3
  8600	TNFSF11	 42046289	chr13
   388931	AC104665.2	 24086455	chr2
    85363	TRIM5	  5641369	chr11
     1826	DSCAM	 40304796	chr21
NA	SEMA6B	  4493926	chr19
NA	PRKD1	 29115436	chr14
NA	MYOM3	 24255112	chr1
NA	DSCAM	 40306213	chr21
    55617	TASP1	 13318037	chr20
    85363	TRIM5	  5641364	chr11
NA	AL356791.9	 26056673	chr9
   222389	BEND7	 13523096	chr10
     4338	MOCS2	 52427266	chr5
NA	PRKD1	 29115438	chr14
NA	RAPGEF5	 22124434	chr7
 80304	C2orf44	 24105747	chr2
 54995	OXSM	 25806575	chr3
    58985	IL22RA1	 24318848	chr1
 51348	KLRF1	  9871344	chr12
   137814	NKX2-6	 23615909	chr8
 54901	CDKAL1	 20642687	chr6
   222389	BEND7	 13523361	chr10
    10468	FST	 52812174	chr5
     1302	COL11A2	 33202137	chrc6_QBL
NA	RAPGEF5	 22124445	chr7
  8559	PRPF18	 13669093	chr10
 79886	C9orf82	 26830685	chr9
    80304	C2orf44	 24105721	chr2
    10501	SEMA6B	  4493600	chr19
NA	RAPGEF5	 22198320	chr7
 23399	DULLARD	  7087883	chr17
NA	COL11A2	 33225900	chrc6_QBL
  6563	SLC14A1	 41558157	chr18
NA	RAPGEF5	 22199833	chr7
NA	SRRM2	  2758483	chr16
   116135	LRRC3B	 26639301	chr3
    51575	C20orf6	 13643521	chr20
    51348	KLRF1	  9871344	chr12
    10468	FST	 52812352	chr5
    23399	DULLARD	  7087655	chr17
   256643	CXorf23	 19841403	chrX
   126282	TNFAIP8L1	  4590530	chr19
     6781	STC1	 23755379	chr8
NA	AC099759.1	 22425588	chr7
    55632	G2E3	 30098128	chr14
    54901	CDKAL1	 20642667	chr6
 55296	TBC1D19	 26194644	chr4
NA	UBR1	 41022398	chr15
  2281	FKBP1B	 24126132	chr2
   163702	IL28RA	 24356207	chr1
  6923	TCEB2	  2761417	chr16
NA	AC099759.1	 22444563	chr7
 25825	BACE2	 41461598	chr21
     8559	PRPF18	 13668945	chr10
     6257	RXRB	 33233043	chrc6_QBL
NA	AC099759.1	 22490157	chr7
   163702	IL28RA	 24353234	chr1
NA	SLC14A1	 41558147	chr18
NA	RXRB	 33233058	chrc6_QBL
NA	TRIM5	  5641364	chr11
NA	AC073072.11-3	 22731541	chr7
     8600	TNFSF11	 42043795	chr13
NA	CXorf23	 19844297	chrX
  4724	NDUFS4	 52892242	chr5
NA	CXorf23	 19841403	chrX
NA	IL28RA	 24358077	chr1
    51575	C20orf6	 13642969	chr20
     6923	TCEB2	  2761416	chr16
     2281	FKBP1B	 24126106	chr2
    85363	TRIM5	  5643313	chr11
   284266	SIGLEC15	 41659543	chr18
NA	TCEB2	  2761417	chr16
NA	IL28RA	 24360455	chr1
NA	CXorf23	 19858589	chrX
  9373	PLAA	 26895343	chr9
NA	PRPF18	 13673874	chr10
     8600	TNFSF11	 42034872	chr13
 56005	C19orf10	  4608566	chr19
    54901	CDKAL1	 20654551	chr6
  3569	IL6	 22733343	chr7
    84700	MYO18B	 24468120	chr22
     7922	SLC39A7	 33240282	chrc6_QBL
 80021	TMEM62	 41213014	chr15
 54622	ARL15	 53216371	chr5
 23587	C17orf81	  7096275	chr17
NA	PRSS33	  2774633	chr16
NA	CDKAL1	 20642687	chr6
 94158	CLEC2B	  9896244	chr12
     7922	SLC39A7	 33240329	chrc6_QBL
    57620	STIM2	 26471678	chr4
NA	PRSS33	  2773955	chr16
 79133	C20orf7	 13713682	chr20
   144809	C13orf30	 42253751	chr13
 10863	ADAM28	 24207525	chr8
NA	NEK10	 27127399	chr3
     8988	HSPB3	 53787202	chr5
   256714	MAP7D2	 19935150	chrX
   260429	PRSS33	  2773955	chr16
    51639	AC008073.5	 24143963	chr2
  6659	SOX4	 21701951	chr6
NA	PRPF18	 13668974	chr10
NA	GRHL3	 24513251	chr1
NA	PLAA	 26895343	chr9
     7923	HSD17B8	 33244098	chrc6_QBL
   112574	SNX18	 53849350	chr5
    57822	GRHL3	 24513251	chr1
   112574	SNX18	 53849452	chr5
NA	MYO18B	 24487060	chr22
NA	PLAA	 26894518	chr9
   360226	AC092117.4-3	  2788487	chr16
NA	MAP7D2	 19935150	chrX
NA	CLEC2A	  9942539	chr12
NA	GRHL3	 24518502	chr1
    57822	GRHL3	 24522163	chr1
 23256	SCFD1	 30161272	chr14
 11082	ESM1	 54309915	chr5
    23587	C17orf81	  7096096	chr17
 10346	TRIM22	  5667495	chr11
NA	STIM2	 26471561	chr4
    57822	GRHL3	 24518643	chr1
    23256	SCFD1	 30161276	chr14
NA	AC024132.7-1	 26818225	chr4
     3569	IL6	 22732028	chr7
NA	MAP7D2	 19977890	chrX
NA	NEK10	 27178761	chr3
   387748	OR56B1	  5714254	chr11
NA	IL6	 22733368	chr7
    57822	GRHL3	 24530503	chr1
    94240	EPSTI1	 42360123	chr13
NA	IL6	 22733384	chr7
NA	PRL	 22395459	chr6
     5099	PCDH7	 30332143	chr4
     6015	RING1	 33247955	chrc6_QBL
NA	IL6	 22733358	chr7
NA	SCFD1	 30162440	chr14
NA	IL6	 22733291	chr7
NA	OR52N5	  5728192	chr11
  3003	GZMK	 54355864	chr5
 10942	PRSS21	  2807165	chr16
   390075	OR52N5	  5755466	chr11
  9540	TP53I3	 24153810	chr2
    57724	KIAA1632	 41681573	chr18
     5617	PRL	 22395459	chr6
     5099	PCDH7	 30331135	chr4
   390072	OR52N4	  5732547	chr11
201725	TOMM7	 22816536	chr7
100129608	TOMM7	 22816536	chr7
NA	EPSTI1	 42365910	chr13
     1366	CLDN7	  7103953	chr17
    79473	OR52N1	  5765660	chr11
   154150	HDGFL1	 22677657	chr6
  3001	GZMA	 54434230	chr5
 27299	ADAMDEC1	 24297916	chr8
   160364	CLEC12A	 10015301	chr12
    80343	SEL1L2	 13778052	chr20
    54097	FAM3B	 41610526	chr21
 55691	FRMD4A	 13733911	chr10
 23544	SEZ6L	 24895480	chr22
NA	C1orf201	 24556723	chr1
NA	NEK10	 27232223	chr3
   124220	ZG16B	  2820174	chr16
   390077	OR52N2	  5798142	chr11
     9540	TP53I3	 24153809	chr2
NA	NRSN1	 24234447	chr6
NA	TOMM7	 22819117	chr7
NA	KIAA1632	 41691689	chr18
    54097	FAM3B	 41610531	chr21
    54543	TOMM7	 22819118	chr7
100129608	TOMM7	 22819118	chr7
   140767	NRSN1	 24234329	chr6
   152110	NEK10	 27268712	chr3
NA	AC110766.5	 30585857	chr4
   390078	OR52E6	  5818762	chr11
NA	SEL1L2	 13778052	chr20
 29103	DNAJC15	 42495362	chr13
NA	TP53I3	 24153810	chr2
   160364	CLEC12A	 10015281	chr12
  1690	COCH	 30413896	chr14
NA	ZG16B	  2820234	chr16
    23544	SEZ6L	 24895480	chr22
NA	C1orf201	 24556114	chr1
NA	NRSN1	 24234329	chr6
NA	TOMM7	 22819115	chr7
    55691	FRMD4A	 13725718	chr10
NA	FAM3B	 41610611	chr21
NA	NRSN1	 24242524	chr6
    23582	CCNDBP1	 41264989	chr15
NA	TP53I3	 24154008	chr2
  9050	PSTPIP2	 41817501	chr18
    54097	FAM3B	 41610611	chr21
NA	FAM3B	 41616384	chr21
NA	AC005361.1	  2829576	chr16
NA	FRMD4A	 13725712	chr10
     6517	SLC2A4	  7125778	chr17
 80173	IFT74	 26946410	chr9
   166979	CDC20B	 54444580	chr5
   390079	OR52E8	  5834555	chr11
   375189	PFN4	 24191183	chr2
     6293	VPS52	 33289724	chrc6_QBL
    23582	CCNDBP1	 41264832	chr15
NA	C1orf201	 24556076	chr1
   140733	C20orf133	 13924410	chr20
NA	FAM3B	 41616617	chr21
    51473	DCDC2	 24279962	chr6
     9050	PSTPIP2	 41817500	chr18
NA	DPP9	  4626238	chr19
     8756	ADAM7	 24354454	chr8
    84668	FAM126A	 22949785	chr7
    90529	C1orf201	 24556114	chr1
NA	FAM3B	 41632058	chr21
NA	CDC20B	 54444580	chr5
     6222	RPS18	 33311479	chrc6_QBL
   388339	RPS18	 33311479	chrc6_QBL
100130553	RPS18	 33311479	chrc6_QBL
100131863	RPS18	 33311479	chrc6_QBL
     1690	COCH	 30413516	chr14
  9497	SLC4A7	 27389218	chr3
NA	SEZ6L	 24895440	chr22
     8705	B3GALT4	 33316604	chrc6_QBL
100131190	AL773578.1	 41655827	chr21
    64063	PRSS22	  2842729	chr16
NA	CLEC12A	 10015281	chr12
   390081	OR52E4	  5862099	chr11
NA	C1orf201	 24568424	chr1
NA	CLEC12A	 10024450	chr12
   116984	ARAP2	 35744017	chr4
   114984	FLYWCH2	  2873319	chr16
   375190	C2orf84	 24199854	chr2
    91039	DPP9	  4626238	chr19
NA	SEZ6L	 25018217	chr22
  1964	EIF1AX	 20056095	chrX
   387837	CLEC12A	 10054498	chr12
   653140	AC008073.8	 24251476	chr2
NA	ADAM7	 24354542	chr8
NA	OR52E5	  5878583	chr11
    64922	LRRC19	 26983590	chr9
    57168	ASPHD2	 25155239	chr22
NA	ADAM7	 24389307	chr8
   114984	FLYWCH2	  2873215	chr16
  4600	MX2	 41655820	chr21
    55068	ENOX1	 42685704	chr13
NA	C20orf133	 13924365	chr20
NA	CDC20B	 54469160	chr5
NA	WDR46	 33318580	chrc6_QBL
     9497	SLC4A7	 27389218	chr3
   390083	OR56A3	  5925153	chr11
NA	FRMD4A	 13775709	chr10
NA	COCH	 30413516	chr14
NA	EIF1AX	 20056117	chrX
NA	DCDC2	 24279963	chr6
NA	ASPHD2	 25155239	chr22
   653140	AC008073.8	 24200740	chr2
   353219	KAAG1	 24465110	chr6
NA	FAM126A	 22950653	chr7
   493869	GPX8	 54491744	chr5
 57185	NPAL3	 24614903	chr1
     4741	NEF3	 24827179	chr8
   401124	AC104078.3	 35959639	chr4
NA	PFDN6	 33329249	chrc6_QBL
NA	C20orf133	 14422125	chr20
NA	AC025016.8	  5944983	chr11
NA	AL512506.8-2	 43278332	chr13
    83641	FAM107B	 14600565	chr10
NA	CCNDBP1	 41264896	chr15
NA	FAM126A	 22984308	chr7
   140733	C20orf133	 15791388	chr20
   338751	OR52L1	  5963747	chr11
NA	MX2	 41696431	chr21
    51087	YBX2	  7132295	chr17
   160857	CCDC122	 43309379	chr13
    10471	PFDN6	 33328778	chrc6_QBL
 51266	CLEC1B	 10036931	chr12
NA	AC022463.5	 36923121	chr4
   120793	OR56A4	  5979857	chr11
NA	DPP9	  4627576	chr19
    57495	KIAA1239	 37121738	chr4
NA	CCDC122	 43320848	chr13
    10471	PFDN6	 33329071	chrc6_QBL
   140733	C20orf133	 15125504	chr20
    10309	CCNO	 54562740	chr5
NA	NPAL3	 24614891	chr1
    84256	FLYWCH1	  2901981	chr16
NA	NPAL3	 24614903	chr1
NA	C20orf133	 15914433	chr20
    10471	PFDN6	 33329073	chrc6_QBL
   120796	OR56A1	  6004554	chr11
NA	FAM107B	 14601526	chr10
NA	OR52L2P	  6035122	chr11
    23767	FLRT3	 14252660	chr20
    55286	C4orf19	 37131993	chr4
NA	NPAL3	 24614880	chr1
NA	FLYWCH1	  2901981	chr16
NA	CLEC1B	 10037009	chr12
NA	FLYWCH1	  2926531	chr16
    55286	C4orf19	 37262250	chr4
   196335	OR56B4	  6085585	chr11
NA	CLEC1B	 10037401	chr12
   144811	C13orf31	 43351969	chr13
  4747	NEFL	 24864397	chr8
 57380	MRS2L	 24511132	chr6
  2038	EPB42	 41276747	chr15
     8320	EOMES	 27732892	chr3
   768211	RELL1	 37268817	chr4
NA	AC111177.15-1	  6106416	chr11
NA	FAM107B	 14600562	chr10
NA	AC022762.8	  6129582	chr11
NA	NPAL3	 24614871	chr1
  7010	TEK	 27099286	chr9
NA	FAM107B	 14602707	chr10
 29966	STRN3	 30434172	chr14
   283420	CLEC9A	 10074543	chr12
   120787	OR52W1	  6177030	chr11
  1984	EIF5A	  7151090	chr17
   143244	EIF5A	  7151090	chr17
     2038	EPB42	 41276720	chr15
NA	FAM107B	 14603078	chr10
NA	RP11-478K15.4	 43615679	chr13
NA	RP11-478K15.4	 43632588	chr13
 55975	KLHL7	 23111944	chr7
NA	FAM107B	 14603105	chr10
     4747	NEFL	 24864385	chr8
NA	FAM107B	 14603123	chr10
   152100	CMC1	 28258123	chr3
NA	MRS2L	 24511161	chr6
    11123	RCAN3	 24701974	chr1
 89781	HPS4	 25178241	chr22
NA	FAM107B	 14612092	chr10
   160298	C11orf42	  6183374	chr11
   387923	SERP2	 43845978	chr13
  6197	RPS6KA3	 20077951	chrX
     5863	RGL2	 33331130	chrc6_QBL
    79412	KREMEN2	  2954218	chr16
   152100	CMC1	 28258128	chr3
NA	KLHL7	 23111927	chr7
NA	TEK	 27099286	chr9
   441549	ARMETL1	 14901257	chr10
NA	SERP2	 43845978	chr13
 11154	AP4S1	 30564644	chr14
NA	RCAN3	 24701974	chr1
    89781	HPS4	 25177446	chr22
    55276	PGM2	 37504737	chr4
 51267	CLEC1A	 10113421	chr12
100131094	AC005594.1	  4630294	chr19
   400746	C1orf130	 24794509	chr1
    55975	KLHL7	 23111927	chr7
NA	TAPBP	 33339167	chrc6_QBL
    84067	FAM160A2	  6189141	chr11
NA	EIF5A	  7152540	chr17
NA	ARMETL1	 14901255	chr10
     9333	TGM5	 41312648	chr15
 54505	DHX29	 54587831	chr5
NA	C19orf30	  4720152	chr19
NA	TAPBP	 33343120	chrc6_QBL
    89781	HPS4	 25178049	chr22
  8848	TSC22D1	 43905661	chr13
   400746	C1orf130	 24755189	chr1
NA	PAQR4	  2959343	chr16
NA	AC021106.6	 37550038	chr4
NA	HPS4	 25177446	chr22
NA	ZBTB22	 33353897	chrc6_QBL
 64343	AZI2	 28339090	chr3
NA	AP4S1	 30564644	chr14
 50618	ITSN2	 24279237	chr2
NA	KLHL7	 23112442	chr7
     1984	EIF5A	  7151693	chr17
   143244	EIF5A	  7151693	chr17
    55527	FEM1A	  4742728	chr19
   652634	FEM1A	  4742728	chr19
NA	TGM5	 41312648	chr15
   124222	PAQR4	  2959343	chr16
NA	RPS6KA3	 20082417	chrX
     8848	TSC22D1	 43905663	chr13
NA	CNGA4	  6212700	chr11
NA	ITSN2	 24279239	chr2
    64343	AZI2	 28348394	chr3
   402055	SRRD	 25209846	chr22
NA	KLHL7	 23112439	chr7
   498	ATP5A1	 41918114	chr18
    54586	C9orf11	 27274667	chr9
148022	TICAM1	  4766944	chr19
  4599	MX1	 41720024	chr21
NA	AC005082.3	 23177285	chr7
   116179	TGM7	 41355771	chr15
     1616	DAXX	 33358039	chrc6_QBL
 55614	C20orf23	 16200750	chr20
 64581	CLEC7A	 10160669	chr12
 10250	SRRM1	 24842181	chr1
   152098	ZCWPW2	 28365664	chr3
  2822	GPLD1	 24536384	chr6
     1262	CNGA4	  6216906	chr11
     4513	MT-CO2	     7587	chrMT
     2874	GPS2	  7156706	chr17
 51182	HSPA14	 14920267	chr10
NA	C3orf53	 28591651	chr3
 23216	TBC1D1	 37569115	chr4
  9836	LCMT2	 41407266	chr15
 11097	NUPL2	 23188011	chr7
     2822	GPLD1	 24581785	chr6
NA	RPS6KA3	 20083401	chrX
 80005	DOCK5	 25098204	chr8
     3833	KIFC1	 33430996	chrc6_QBL
 23517	SKIV2L2	 54639594	chr5
NA	C9orf11	 27282133	chr9
   161823	ADAL	 41411869	chr15
 24144	TFIP11	 25217897	chr22
    25831	HECTD1	 30639075	chr14
     9088	PKMYT1	  2962821	chr16
 79817	MOBKL2B	 27319129	chr9
NA	TICAM1	  4767247	chr19
   161823	ADAL	 41410217	chr15
     4599	MX1	 41714312	chr21
NA	SRRM1	 24842181	chr1
      887	CCKBR	  6237542	chr11
NA	HECTD1	 30639075	chr14
NA	HSPA14	 14920307	chr10
 26747	NUFIP1	 44411384	chr13
NA	MOBKL2B	 27348865	chr9
  7915	ALDH5A1	 24603176	chr6
     2874	GPS2	  7156702	chr17
    27303	RBMS3	 29297947	chr3
NA	HSPA14	 14920231	chr10
    55614	C20orf23	 16200750	chr20
    50618	ITSN2	 24296697	chr2
     2874	GPS2	  7156704	chr17
NA	TBC1D1	 37569115	chr4
NA	NUPL2	 23188209	chr7
NA	DOCK5	 25098155	chr8
    56832	IFNK	 27514302	chr9
      498	ATP5A1	 41918108	chr18
     9088	PKMYT1	  2962793	chr16
NA	ITSN2	 24387993	chr2
NA	AC103779.5	 25322031	chr8
   146050	ZSCAN29	 41437662	chr15
NA	TBC1D1	 37788197	chr4
    24144	TFIP11	 25217191	chr22
     9088	PKMYT1	  2962795	chr16
NA	NUPL2	 23188182	chr7
    24144	TFIP11	 25217893	chr22
 10226	M6PRBP1	  4789346	chr19
NA	TBC1D1	 37789918	chr4
  2796	GNRH1	 25332693	chr8
 22866	CNKSR2	 21302901	chrX
NA	TBC1D1	 37797970	chr4
NA	TBC1D1	 37810723	chr4
    24144	TFIP11	 25217952	chr22
  8611	PPAP2A	 54756442	chr5
 79723	SUV39H2	 14960872	chr10
NA	ZSCAN29	 41437662	chr15
     9080	CLDN9	  3003130	chr16
NA	MX1	 41725511	chr21
 25932	CLIC4	 24944435	chr1
 51274	KLF3	 38342185	chr4
   112464	PRKCDBP	  6296752	chr11
NA	CNKSR2	 21302481	chrX
   257240	KLHL34	 21582729	chrX
   645432	ARRDC5	  4841449	chr19
NA	PRKCDBP	  6296754	chr11
     9074	CLDN6	  3004715	chr16
NA	SUV39H2	 14960868	chr10
   203228	C9orf72	 27536544	chr9
NA	RBMS3	 29450940	chr3
    23676	SMPX	 21634012	chrX
    81793	TLR10	 38450658	chr4
NA	SUV39H2	 14963507	chr10
  8459	TPST2	 25251716	chr22
 54793	KCTD9	 25341283	chr8
   647013	KCTD9	 25341283	chr8
 10457	GPNMB	 23252841	chr7
  9856	KIAA0319	 24652311	chr6
NA	CLEC7A	 10162093	chr12
 55425	KIAA1704	 44461755	chr13
     9074	CLDN6	  3004714	chr16
   203228	C9orf72	 27550499	chr9
NA	CLEC7A	 10168953	chr12
   864	RUNX3	 25098589	chr1
   115106	CCDC5	 41938323	chr18
    29128	UHRF1	  4861566	chr19
100133565	UHRF1	  4861566	chr19
    79723	SUV39H2	 14960905	chr10
  7048	TGFBR2	 30622998	chr3
     7113	TMPRSS2	 41758351	chr21
NA	TNFRSF12A	  3010377	chr16
    84461	NEURL4	  7159677	chr17
NA	TUBGCP4	 41450605	chr15
    51360	MBTPS2	 21767670	chrX
   203228	C9orf72	 27551547	chr9
NA	CLEC7A	 10160669	chr12
    25938	HEATR5A	 30832103	chr14
 51567	TTRAP	 24758185	chr6
  8648	NCOA1	 24660850	chr2
NA	APBB1	  6360165	chr11
   158038	LINGO2	 27938535	chr9
147339	C18orf25	 42007986	chr18
   153129	SLC38A9	 54957435	chr5
   157313	CDCA2	 25372428	chr8
      864	RUNX3	 25100107	chr1
    51330	TNFRSF12A	  3010361	chr16
    84461	NEURL4	  7159675	chr17
NA	C20orf23	 16295488	chr20
  7096	TLR1	 38474275	chr4
NA	C20orf23	 16295791	chr20
    27229	TUBGCP4	 41450605	chr15
   158038	LINGO2	 27938076	chr9
      322	APBB1	  6372931	chr11
NA	HEATR5A	 30939227	chr14
NA	TTRAP	 24758186	chr6
    64581	CLEC7A	 10171191	chr12
NA	MBTPS2	 21767693	chrX
    29128	UHRF1	  4860510	chr19
100133565	UHRF1	  4860510	chr19
     8459	TPST2	 25251712	chr22
   153129	SLC38A9	 54957430	chr5
NA	GPNMB	 23252853	chr7
   404281	YY2	 21784026	chrX
   112487	C14orf126	 30984996	chr14
NA	TMPRSS2	 41758351	chr21
 55856	THEM2	 24775254	chr6
 10333	TLR6	 38504618	chr4
    55425	KIAA1704	 44461687	chr13
   115416	C7orf30	 23305465	chr7
NA	CDCA2	 25372430	chr8
 54985	HCFC1R1	  3012627	chr16
     1414	CRYBB1	 25325362	chr22
    64641	EBF2	 25758042	chr8
NA	KIAA1704	 44477245	chr13
 25949	SYF2	 25421354	chr1
  4973	OLR1	 10202171	chr12
     9744	ACAP1	  7180590	chr17
 80224	NUBPL	 31100342	chr14
     8648	NCOA1	 24568305	chr2
   494470	RNF165	 42168185	chr18
     8648	NCOA1	 24660914	chr2
  2963	GTF2F2	 44592672	chr13
NA	AC090103.4	 25856744	chr8
NA	CRYBB1	 25325362	chr22
NA	ACO1	 32374618	chr9
 92689	FAM114A1	 38545832	chr4
 23030	JMJD2B	  4920132	chr19
   147040	KCTD11	  7195932	chr17
 81688	C6orf62	 24813146	chr6
NA	C14orf128	 31614935	chr14
NA	TGFBR2	 30623440	chr3
    54101	RIPK4	 42032614	chr21
     2963	GTF2F2	 44592656	chr13
  6611	SMS	 21868758	chrX
  6609	SMPD1	  6368231	chr11
    81688	C6orf62	 24813146	chr6
 57035	C1orf63	 25441328	chr1
    54514	DDX4	 55069627	chr5
NA	C12orf59	 10223355	chr12
NA	JMJD2B	  4920132	chr19
  6629	SNRPB2	 16658673	chr20
       48	ACO1	 32374650	chr9
     1413	CRYBA4	 25347928	chr22
  5520	PPP2R2A	 26204951	chr8
     8648	NCOA1	 24568431	chr2
 80008	TMEM156	 38644838	chr4
 10643	IGF2BP3	 23316354	chr7
   394	ARHGAP5	 31616266	chr14
  7158	TP53BP1	 41486706	chr15
NA	TMEM95	  7199179	chr17
   339896	GADL1	 30742696	chr3
NA	NCOA1	 24640683	chr2
    79228	THOC6	  3014094	chr16
   125336	LOXHD1	 42310933	chr18
   120939	C12orf59	 10222824	chr12
NA	TMEM95	  7199166	chr17
   125336	LOXHD1	 42310935	chr18
   391356	C2orf79	 24866645	chr2
 64421	DCLRE1C	 14981169	chr10
      394	ARHGAP5	 31616246	chr14
NA	RIPK4	 42032614	chr21
   339168	TMEM95	  7199221	chr17
    80008	TMEM156	 38644760	chr4
    64421	DCLRE1C	 14988903	chr10
     6611	SMS	 21868763	chrX
     5520	PPP2R2A	 26204974	chr8
100129936	Z99774.1	 25393656	chr22
   386618	KCTD4	 44664992	chr13
NA	LOXHD1	 42310934	chr18
NA	SMPD1	  6368231	chr11
     8711	TNK1	  7225134	chr17
   125336	LOXHD1	 42311234	chr18
     6629	SNRPB2	 16658629	chr20
   125336	LOXHD1	 42343528	chr18
       48	ACO1	 32374618	chr9
  4330	MN1	 26474266	chr22
NA	KLHL5	 38740455	chr4
NA	TP53BP1	 41486704	chr15
NA	RIPK4	 42034423	chr21
     5802	PTPRS	  5156519	chr19
   146439	CCDC64B	  3017869	chr16
